Time,vcu.GNSS.altitude
74563541,0
74573589,0
74593541,0
74603620,0
74613554,0
74624526,0
74634540,0
74644605,0
74654528,0
74664324,0
74674614,0
74684384,0
74694429,0
74704476,0
74714494,0
74724694,0
74734697,0
74744699,0
74754695,0
74764695,0
74774796,0
74794561,0
74804549,0
74834526,0
74844604,0
74854610,0
74874478,0
74884658,0
74894617,0
74904527,0
74914526,0
74924525,0
74934526,0
74944633,0
74954529,0
74974369,0
74984417,0
74994643,0
75014662,0
75024611,0
75034523,0
75044778,0
75054620,0
75074559,0
75084525,0
75094535,0
75104361,0
75114565,0
75124374,0
75134384,0
75144430,0
75154478,0
75164509,0
75174511,0
75184517,0
75194557,0
75214564,0
75224484,0
75234518,0
75254442,0
75274483,0
75294495,0
75304500,0
75314549,0
75324592,0
75334626,0
75344642,0
75354635,0
75374674,0
75384681,0
75394690,0
75414727,0
75424731,0
75454975,0
75484735,0
75544490,0
75574530,0
75585073,0
75594839,0
75604860,0
75614898,0
75624901,0
75634911,0
75644916,0
75654952,0
75664956,0
75675002,0
75685045,0
75695085,0
75705086,0
75715095,0
75725099,0
75735133,0
75745136,0
75755144,0
75775377,0
75785190,0
75795195,0
75805372,0
75815376,0
75825384,0
75835372,0
75845432,0
75855258,0
75864357,0
75874404,0
75884325,0
75894329,0
75914340,0
75925562,0
75934377,0
75954402,0
75974344,0
75995543,0
76004363,0
76014396,0
76025472,0
76034406,0
76044412,0
76054444,0
76074456,0
76084460,0
76094494,0
76114561,0
76124595,0
76134601,0
76154641,0
76174652,0
76185710,0
76194690,0
76205330,0
76214628,0
76225805,0
76235836,0
76245728,0
76255411,0
76264866,0
76274864,0
76284829,0
76294853,0
76304899,0
76314857,0
76324859,0
76334899,0
76344551,0
76354510,0
76374545,0
76394610,0
76404431,0
76414601,0
76434399,0
76454945,0
76474730,0
76484624,0
76494517,0
76504517,0
76514514,0
76524514,0
76534610,0
76554517,0
76574558,0
76584517,0
76594354,0
76614598,0
76634712,0
76644705,0
76654674,0
76674619,0
76694539,0
76714622,0
76724619,0
76734528,0
76744649,0
76754619,0
76774512,0
76784510,0
76794541,0
76814537,0
76824538,0
76834539,0
76854550,0
76874594,0
76884538,0
76894379,0
76904637,0
76914670,0
76934708,0
76944780,0
76954703,0
76974760,0
76984538,0
76994571,0
77014549,0
77034538,0
77054590,0
77064377,0
77074634,0
77094630,0
77114666,0
77134510,0
77144544,0
77154534,0
77174635,0
77184537,0
77194573,0
77204399,0
77214641,0
77234642,0
77244726,0
77254673,0
77274746,0
77284553,0
77334532,0
77344640,0
77364534,0
77404408,0
77414455,0
77434695,0
77454735,0
77464684,0
77474734,0
77494532,0
77504534,0
77514592,0
77524543,0
77534349,0
77544397,0
77554445,0
77564619,0
77574616,0
77584592,0
77594645,0
77614731,0
77624562,0
77634561,0
77644678,0
77654627,0
77664552,0
77674570,0
77694405,0
77704645,0
77714494,0
77724663,0
77734647,0
77744647,0
77754714,0
77794589,0
77824591,0
77834561,0
77854670,0
77864563,0
77874600,0
77894454,0
77904645,0
77914549,0
77924665,0
77934656,0
77944421,0
77954742,0
77974645,0
77984706,0
77994695,0
78014405,0
78024451,0
78034621,0
78044817,0
78054699,0
78064541,0
78074680,0
78094561,0
78104560,0
78114570,0
78124653,0
78134588,0
78144559,0
78154618,0
78174559,0
78184661,0
78194593,0
78204412,0
78214647,0
78224474,0
78234645,0
78244645,0
78254732,0
78264669,0
78274676,0
78294649,0
78304558,0
78314588,0
78334558,0
78344560,0
78354662,0
78364372,0
78374418,0
78384651,0
78394484,0
78404642,0
78414641,0
78424701,0
78434561,0
78444606,0
78454787,0
78474680,0
78494420,0
78504731,0
78514729,0
78524833,0
78534727,0
78544653,0
78554538,0
78564609,0
78574532,0
78584532,0
78594569,0
78604556,0
78614559,0
78634559,0
78644618,0
78654706,0
78674556,0
78684587,0
78694618,0
78704377,0
78714421,0
78734656,0
78744653,0
78754646,0
78774641,0
78784556,0
78794617,0
78844618,0
78874678,0
78884638,0
78934600,0
78944387,0
78964450,0
78974497,0
78984724,0
78994590,0
79004775,0
79014752,0
79024853,0
79034776,0
79044616,0
79054826,0
79074615,0
79084634,0
79094647,0
79104586,0
79114588,0
79134621,0
79144592,0
79154554,0
79164585,0
79174584,0
79194663,0
79214391,0
79224437,0
79234457,0
79254691,0
79264619,0
79274675,0
79284553,0
79294734,0
79314554,0
79324559,0
79334623,0
79354639,0
79364689,0
79374637,0
79394742,0
79404568,0
79414553,0
79434621,0
79444642,0
79454432,0
79464451,0
79474612,0
79484374,0
79494718,0
79504462,0
79514722,0
79524727,0
79534767,0
79554637,0
79564697,0
79574555,0
79584550,0
79594686,0
79604543,0
79614555,0
79624528,0
79634529,0
79654580,0
79674581,0
79684527,0
79694536,0
79714344,0
79724389,0
79734436,0
79744622,0
79754609,0
79764715,0
79774631,0
79794555,0
79804533,0
79814355,0
79834449,0
79854607,0
79864593,0
79874710,0
79894528,0
79914553,0
79924553,0
79934648,0
79954610,0
79964615,0
79974655,0
79994541,0
80004588,0
80014373,0
80034467,0
80044685,0
80054665,0
80074703,0
80094527,0
80104625,0
80114554,0
80124526,0
80134529,0
80154526,0
80164501,0
80174585,0
80194535,0
80204624,0
80214552,0
80224360,0
80234404,0
80244448,0
80254645,0
80264588,0
80274699,0
80284684,0
80294361,0
80304700,0
80324608,0
80344658,0
80364500,0
80404628,0
80414386,0
80424405,0
80454648,0
80464502,0
80474744,0
80484536,0
80494535,0
80504527,0
80514574,0
80534607,0
80554607,0
80564605,0
80574706,0
80584521,0
80594529,0
80614566,0
80624522,0
80634521,0
80644630,0
80654560,0
80664548,0
80674555,0
80684642,0
80694523,0
80704523,0
80714582,0
80724325,0
80734373,0
80744621,0
80754632,0
80764380,0
80774614,0
80784660,0
80794426,0
80804715,0
80824631,0
80834642,0
80844827,0
80854682,0
80864500,0
80874556,0
80894403,0
80904609,0
80914469,0
80924622,0
80934607,0
80944655,0
80954667,0
80964523,0
80974521,0
80984525,0
80994556,0
81004534,0
81014622,0
81034354,0
81054443,0
81064585,0
81074640,0
81094620,0
81104522,0
81114698,0
81124547,0
81134523,0
81144531,0
81154567,0
81164520,0
81174499,0
81184576,0
81194532,0
81204521,0
81214621,0
81234340,0
81244385,0
81254431,0
81264649,0
81274699,0
81284572,0
81294746,0
81304692,0
81314688,0
81324521,0
81334520,0
81354577,0
81364607,0
81374606,0
81384638,0
81394706,0
81404605,0
81414519,0
81424518,0
81434521,0
81444579,0
81454659,0
81464531,0
81474553,0
81494529,0
81504522,0
81514513,0
81524624,0
81534524,0
81544361,0
81554409,0
81564425,0
81574606,0
81584600,0
81594692,0
81604517,0
81614519,0
81624757,0
81634656,0
81644671,0
81654637,0
81664597,0
81674613,0
81684583,0
81694648,0
81714609,0
81724706,0
81734455,0
81744503,0
81754547,0
81764638,0
81774749,0
81784750,0
81794813,0
81804753,0
81814584,0
81824852,0
81834450,0
81854712,0
81864653,0
81874700,0
81894764,0
81904608,0
81914578,0
81924587,0
81934623,0
81954580,0
81964635,0
81974581,0
81984581,0
81994711,0
82024611,0
82064739,0
82104753,0
82134652,0
82154553,0
82164652,0
82174577,0
82194615,0
82214441,0
82224664,0
82234720,0
82254724,0
82264777,0
82274535,0
82284798,0
82294374,0
82314747,0
82324748,0
82334807,0
82354662,0
82364691,0
82374733,0
82384578,0
82394606,0
82414579,0
82434679,0
82444638,0
82454633,0
82464562,0
82474643,0
82484631,0
82494579,0
82514592,0
82524581,0
82534594,0
82554593,0
82564418,0
82574464,0
82584664,0
82594699,0
82604791,0
82614693,0
82634581,0
82654633,0
82674666,0
82684407,0
82694453,0
82714682,0
82724662,0
82734400,0
82744447,0
82754746,0
82764437,0
82774803,0
82794486,0
82804532,0
82814766,0
82824654,0
82834669,0
82844853,0
82854753,0
82864609,0
82874672,0
82884587,0
82894575,0
82914622,0
82924576,0
82934576,0
82954576,0
82964573,0
82974682,0
82994608,0
83004575,0
83014576,0
83034578,0
83044733,0
83054606,0
83074468,0
83094667,0
83104663,0
83114718,0
83124392,0
83134396,0
83144759,0
83154438,0
83164444,0
83174486,0
83184530,0
83194550,0
83204592,0
83214639,0
83234707,0
83244629,0
83254634,0
83264669,0
83274957,0
83284691,0
83294688,0
83314555,0
83354608,0
83364971,0
83374800,0
83394838,0
83404800,0
83414671,0
83424803,0
83434799,0
83454874,0
83464390,0
83474409,0
83484861,0
83494871,0
83514923,0
83524465,0
83534499,0
83544539,0
83554571,0
83564577,0
83574581,0
83585049,0
83595067,0
83614655,0
83623659,0
83634089,0
83643699,0
83653978,0
83664019,0
83674050,0
83684092,0
83694124,0
83704126,0
83714160,0
83724164,0
83734167,0
83744177,0
83754212,0
83774226,0
83784228,0
83794262,0
83803873,0
83813876,0
83823881,0
83833917,0
83843923,0
83853756,0
83863762,0
83873766,0
83883801,0
83893805,0
83904477,0
83914478,0
83923853,0
83933997,0
83943971,0
83953975,0
83964044,0
83973972,0
83994038,0
84003996,0
84013994,0
84033358,0
84053409,0
84064070,0
84073447,0
84093469,0
84103515,0
84113535,0
84133588,0
84143593,0
84153543,0
84163549,0
84173554,0
84183593,0
84193611,0
84213693,0
84223700,0
84234698,0
84243678,0
84253723,0
84263749,0
84274806,0
84284803,0
84293795,0
84304841,0
84314533,0
84334831,0
84343854,0
84353846,0
84363903,0
84373761,0
84383759,0
84394937,0
84403810,0
84413786,0
84433535,0
84453531,0
84463862,0
84473842,0
84493578,0
84513533,0
84523531,0
84533532,0
84553533,0
84573533,0
84593598,0
84603598,0
84613614,0
84644440,0
84694425,0
84704840,0
84724636,0
84734693,0
84824547,0
84834708,0
84844547,0
84854574,0
84864528,0
84874617,0
84884545,0
84894581,0
84904607,0
84914550,0
84924600,0
84934637,0
84944606,0
84954548,0
84964555,0
84974597,0
84984577,0
84994609,0
85004635,0
85014577,0
85024576,0
85034663,0
85044605,0
85054579,0
85064616,0
85074611,0
85084606,0
85094583,0
85104724,0
85114449,0
85124463,0
85134510,0
85144727,0
85154385,0
85164433,0
85174478,0
85184811,0
85194838,0
85204808,0
85214841,0
85224546,0
85244656,0
85434519,0
85444687,0
85474576,0
85484580,0
85494554,0
85504597,0
85514600,0
85544655,0
85554564,0
85565039,0
85574543,0
85584546,0
85594578,0
85604417,0
85614653,0
85624503,0
85634550,0
85644484,0
85654811,0
85664828,0
85674824,0
85684856,0
85694828,0
85704542,0
85714885,0
85724568,0
85734518,0
85744523,0
85754566,0
85764957,0
85774602,0
85784482,0
85794653,0
85804626,0
85814726,0
85824655,0
85834541,0
85844593,0
85854589,0
85864543,0
85874541,0
85884611,0
85894574,0
85904542,0
85914549,0
85924613,0
85934541,0
86024579,0
86034542,0
86054603,0
86064560,0
86074576,0
86084643,0
86094439,0
86114503,0
86134715,0
86144397,0
86154817,0
86164796,0
86174793,0
86184828,0
86194920,0
86204652,0
86214651,0
86224541,0
86234540,0
86244546,0
86254653,0
86264670,0
86274658,0
86294703,0
86314541,0
86324677,0
86334541,0
86354638,0
86364552,0
86374541,0
86384548,0
86394639,0
86404540,0
86414538,0
86424598,0
86434539,0
86444518,0
86454644,0
86464591,0
86474513,0
86504541,0
86524597,0
86544549,0
86584457,0
86624812,0
86634695,0
86654421,0
86664437,0
86674606,0
86684660,0
86704626,0
86714541,0
86724720,0
86734571,0
86744558,0
86754367,0
86764413,0
86774625,0
86784623,0
86794525,0
86814625,0
86824541,0
86834606,0
86844557,0
86854542,0
86864600,0
86874518,0
86884575,0
86894618,0
86904578,0
86914538,0
86924540,0
86934541,0
86944552,0
86954542,0
86964643,0
86974541,0
86984539,0
86994606,0
87014536,0
87034600,0
87054392,0
87064729,0
87074486,0
87094738,0
87104736,0
87114736,0
87134768,0
87144383,0
87154400,0
87164448,0
87174681,0
87184622,0
87194621,0
87214539,0
87224540,0
87234640,0
87244592,0
87254623,0
87264631,0
87274640,0
87294632,0
87304705,0
87314539,0
87334643,0
87344565,0
87354539,0
87364542,0
87374539,0
87384539,0
87394572,0
87414540,0
87424539,0
87434544,0
87444612,0
87454553,0
87464540,0
87474607,0
87484540,0
87494546,0
87504660,0
87514560,0
87534400,0
87544359,0
87554685,0
87564684,0
87574474,0
87584708,0
87594715,0
87604716,0
87614773,0
87634356,0
87644401,0
87654418,0
87664620,0
87674705,0
87684657,0
87704711,0
87714687,0
87724537,0
87734539,0
87744606,0
87754402,0
87774497,0
87784648,0
87794630,0
87814696,0
87824538,0
87834536,0
87844627,0
87854545,0
87864586,0
87874615,0
87884612,0
87894544,0
87904509,0
87914537,0
87924536,0
87934565,0
87944668,0
87954566,0
87964567,0
87974587,0
87984663,0
87994629,0
88014607,0
88024456,0
88034504,0
88044521,0
88054568,0
88064746,0
88074733,0
88084742,0
88094544,0
88104533,0
88114592,0
88124537,0
88134373,0
88144647,0
88154639,0
88164619,0
88174619,0
88194660,0
88214719,0
88224531,0
88234535,0
88254610,0
88264659,0
88274617,0
88284618,0
88294629,0
88304617,0
88314707,0
88324562,0
88334530,0
88344536,0
88354581,0
88364531,0
88374535,0
88394566,0
88404530,0
88414639,0
88424534,0
88434505,0
88444536,0
88454508,0
88464546,0
88474570,0
88494428,0
88504345,0
88514392,0
88524439,0
88534702,0
88544701,0
88554759,0
88564619,0
88574507,0
88584707,0
88594596,0
88604530,0
88614535,0
88624583,0
88634392,0
88664640,0
88684720,0
88704541,0
88724544,0
88764624,0
88784634,0
88794723,0
88804618,0
88814539,0
88824543,0
88834541,0
88854645,0
88864567,0
88874604,0
88894631,0
88914540,0
88924599,0
88934541,0
88954631,0
88964403,0
88974625,0
88994701,0
89004427,0
89014709,0
89034710,0
89044767,0
89054813,0
89064554,0
89074608,0
89084525,0
89094579,0
89104540,0
89114564,0
89124629,0
89134569,0
89154629,0
89164691,0
89174623,0
89184623,0
89194716,0
89204538,0
89214537,0
89234557,0
89244395,0
89254412,0
89264455,0
89274601,0
89284656,0
89294686,0
89314536,0
89324618,0
89334537,0
89354513,0
89364540,0
89374538,0
89384536,0
89394604,0
89404550,0
89414537,0
89424588,0
89434404,0
89454624,0
89464388,0
89474684,0
89484739,0
89494531,0
89504716,0
89514534,0
89524547,0
89534583,0
89544551,0
89554535,0
89564537,0
89574536,0
89584536,0
89594667,0
89614539,0
89624546,0
89634611,0
89644587,0
89654390,0
89664645,0
89674599,0
89684655,0
89694700,0
89704679,0
89714538,0
89724537,0
89734540,0
89744365,0
89754412,0
89764637,0
89774646,0
89794729,0
89804719,0
89814534,0
89824535,0
89834536,0
89844570,0
89854544,0
89864623,0
89874579,0
89884536,0
89894547,0
89904606,0
89914389,0
89924631,0
89934392,0
89944713,0
89954704,0
89964500,0
89974704,0
89984704,0
89994778,0
90014534,0
90024533,0
90054572,0
90064650,0
90074567,0
90094629,0
90104602,0
90114531,0
90124533,0
90134589,0
90154398,0
90164442,0
90174636,0
90184619,0
90194652,0
90204686,0
90214513,0
90234571,0
90254591,0
90264639,0
90274624,0
90284647,0
90294627,0
90304741,0
90314532,0
90324536,0
90334594,0
90344541,0
90354533,0
90364632,0
90374586,0
90394403,0
90404353,0
90414371,0
90434465,0
90444713,0
90454701,0
90474775,0
90484532,0
90494536,0
90514529,0
90524562,0
90534625,0
90544565,0
90554531,0
90564539,0
90574601,0
90584529,0
90594548,0
90604591,0
90614534,0
90624541,0
90634632,0
90644566,0
90654576,0
90664421,0
90674470,0
90684652,0
90694723,0
